-68.84000132,-115.9342325,-117.8318517,-114.6180724
-67.20999717,-113.9873031,-115.6277319,-112.7994348
-65.57000045,-113.409062,-114.4929139,-112.5423989
-64.47999788,-114.201292,-115.3172266,-113.3142774
-63.9299969,-114.2195482,-115.3523046,-113.3219604
-63.38999531,-114.2334831,-115.3657116,-113.336226
-62.84000116,-114.1903479,-115.6808735,-113.0827405
-62.29999957,-114.6488443,-116.1529475,-113.5337903
-61.74999859,-113.7441924,-115.3559981,-112.5713232
-61.209997,-112.9270393,-114.3086527,-111.8804937
-60.65999602,-112.1378137,-113.5657299,-111.065016
-60.12000126,-111.6244775,-113.1650674,-110.4895898
-59.57000028,-112.6107374,-114.3675738,-111.3633895
-59.02999869,-112.5905741,-114.3752125,-111.3293722
-58.47999771,-111.7277879,-113.6508236,-110.3995534
-57.93999613,-111.1251452,-112.8715572,-109.8830263
-57.38999514,-111.4086569,-112.8725352,-110.3157696
-56.84999697,-110.5282996,-111.8182612,-109.5350356
-56.2999994,-110.8277596,-112.1283933,-109.8281995
-55.75999782,-111.2123293,-112.7473427,-110.0804562
-55.20999683,-111.0112013,-112.727622,-109.7842319
-54.65999927,-111.4965174,-113.2489902,-110.251356
-54.11999768,-112.0134526,-113.34595,-110.9952394
-53.5699967,-111.3756702,-112.5176132,-110.4723362
-53.02999853,-110.596612,-111.9627965,-109.5589121
-52.47999754,-109.6635058,-111.0846674,-108.5945105
-51.93999937,-109.2036338,-110.8148231,-108.0310893
-51.38999839,-109.2891026,-110.7375523,-108.2048025
-50.8499968,-109.7763394,-111.3637671,-108.6163645
-50.29999924,-110.1077084,-111.5695954,-109.0159267
-49.75999765,-109.9753428,-111.4430484,-108.8803326
-49.21000008,-109.8344488,-111.5318596,-108.6171639
-48.6699985,-109.365631,-111.0052284,-108.1781961
-48.11999751,-108.9978751,-110.2622629,-108.0197995
-47.57999934,-108.8650734,-110.0893338,-107.9111195
-47.02999836,-108.2098257,-109.5963095,-107.1604981
-46.47999738,-109.1430321,-110.5948301,-108.0568643
-45.93999921,-108.9959102,-110.563063,-107.8467438
-45.38999822,-109.1383038,-110.5000542,-108.1031554
-44.85000005,-108.8012788,-109.9765505,-107.8772629
-44.29999907,-108.0495201,-109.4498714,-106.9922979
-43.75999748,-107.7942916,-109.3337814,-106.6599982
-43.20999992,-107.4406182,-108.8681638,-106.3680289
-42.66999833,-107.5909067,-109.4390023,-106.2985755
-42.11999735,-107.3454852,-109.3040405,-106.0005502
-41.57999918,-107.4172642,-108.7363937,-106.4068501
-41.02999819,-107.1653798,-108.5710383,-106.1051468
-40.49000002,-106.7788582,-108.0359097,-105.8051661
-39.93999904,-106.7854175,-107.9796005,-105.8497799
-39.39999745,-106.7930903,-108.0265466,-105.833577
-38.84999989,-106.9984487,-108.2115639,-106.0512582
-38.2999989,-105.9465184,-107.1597893,-104.9992332
-37.75999732,-105.9603156,-107.5147177,-104.8179866
-37.20999975,-105.880566,-107.131297,-104.9106599
-36.66999816,-106.0269309,-107.2059851,-105.100584
-36.1200006,-106.7775382,-108.2398654,-105.685512
-35.57999901,-107.4306215,-108.7736211,-106.4063075
-35.02999803,-106.395068,-107.772041,-105.3511777
-34.48999986,-105.5615018,-106.9055744,-104.5365658
-33.93999887,-106.4339992,-107.6402276,-105.4910018
-33.39999729,-106.7338186,-107.8325409,-105.857692
-32.84999972,-106.3547638,-107.5900527,-105.3941448
-32.30999813,-106.9379193,-108.2702225,-105.9198191
-31.76000057,-106.7693803,-108.1924135,-105.6993304
-31.21999898,-105.4769731,-106.8614886,-104.4287692
-30.669998,-105.8094949,-107.5503612,-104.5701654
-30.12000043,-105.8694489,-107.3717667,-104.7553721
-29.57999884,-107.1049832,-108.3694043,-106.1268878
-29.02999786,-106.7134699,-107.9096225,-105.7766267
-28.48999969,-105.6080914,-107.1458348,-104.4747418
-27.93999871,-104.2515188,-105.6969687,-103.1688938
-27.39999883,-104.6303195,-106.0456217,-103.5646301
