-26.84999955,-105.0562893,-106.5229066,-103.9618825
-26.30999967,-105.4819664,-107.0684611,-104.3224872
-25.75999869,-105.9469419,-107.6265234,-104.7387985
-25.21999881,-104.940836,-106.440307,-103.8283184
-24.66999954,-104.6685928,-106.1297246,-103.5772306
-24.12999966,-104.5384523,-106.0852746,-103.4002023
-23.57999868,-104.113963,-105.5113145,-103.0584452
-23.0399988,-104.7209449,-106.1334054,-103.6568613
-22.48999952,-104.8836774,-106.3264861,-103.8025288
-21.93999854,-105.0806446,-106.5067087,-104.0088885
-21.39999866,-105.2375482,-106.737983,-104.1245026
-20.84999938,-105.367326,-107.0577839,-104.1535993
-20.30999951,-105.7570634,-107.3685166,-104.5843798
-19.76000023,-105.7283758,-107.3618729,-104.5441259
-19.21999865,-105.6390759,-107.0750673,-104.5617445
-18.66999937,-104.8879369,-106.2256456,-103.8666934
-18.12999949,-104.7781219,-106.1645609,-103.7288199
-17.58000022,-104.5647466,-105.9539487,-103.5138684
-17.03999863,-104.2963021,-105.6629597,-103.2583302
-16.48999935,-103.9625201,-105.5895697,-102.7816439
-15.94999948,-103.8371666,-105.6867933,-102.5440926
-15.4000002,-104.2232805,-105.6699451,-103.139977
-14.86000032,-103.6003449,-104.6635307,-102.7469222
-14.30999934,-103.7521619,-105.4119989,-102.5542084
-13.76999946,-103.1901429,-105.0659423,-101.884432
-13.21999933,-102.917453,-104.6683301,-101.6730921
-12.6699992,-102.9896261,-104.1433085,-102.0789779
-12.12999932,-103.6875993,-104.7701316,-102.8217786
-11.58000005,-104.2841094,-105.5727981,-103.2915981
-11.03999932,-105.0369857,-106.5164455,-103.9354742
-10.49000004,-105.0852696,-106.5223635,-104.0073202
-9.949999309,-105.3094114,-106.6760543,-104.271448
-9.400000034,-104.3919229,-105.7161087,-103.3785544
-8.860000155,-104.4144576,-106.1428362,-103.1814291
-8.310000026,-104.3040617,-105.6980894,-103.2504345
-7.770000148,-104.4232326,-106.1065005,-103.2131945
-7.220000019,-105.1362947,-106.647588,-104.0173119
-6.679999713,-104.8849221,-106.3415289,-103.7960761
-6.130000011,-104.849672,-106.4624235,-103.6763048
-5.589999706,-104.4984005,-105.9266537,-103.4254133
-5.040000004,-104.0657098,-105.5849684,-102.9423863
-4.489999875,-103.5222946,-105.0513448,-102.393652
-3.949999996,-103.8736897,-105.1776064,-102.8721975
-3.399999867,-104.2956635,-105.4026254,-103.414316
-2.859999989,-104.4907684,-105.6167595,-103.5974249
-2.309999859,-104.6022097,-106.1208514,-103.479222
-1.769999981,-103.5509929,-105.134968,-102.392853
-1.219999959,-103.4426092,-105.154551,-102.2179159
-0.679999973,-104.4256868,-105.9793477,-103.2837563
-0.129999991,-103.7749085,-105.4969321,-102.545097
0.409999981,-103.9407291,-105.2132023,-102.9578362
0.95999995,-103.2777118,-104.8192178,-102.1423294
1.499999935,-102.984122,-105.1121474,-101.5621955
2.049999957,-103.4738691,-105.1650838,-102.2597547
2.589999836,-103.1667415,-104.5656176,-102.1103573
3.139999965,-103.2546227,-104.7169038,-102.1626221
3.689999881,-103.6266636,-105.1089659,-102.5235838
4.229999759,-104.1216734,-105.6509101,-102.9929296
4.779999888,-104.170009,-105.5447437,-103.127401
5.319999767,-105.1971052,-106.9218159,-103.9659327
5.869999896,-105.0028955,-106.4648423,-103.9110805
6.409999774,-103.4036035,-104.8960962,-102.2949151
6.959999903,-102.6771625,-104.2945509,-101.501356
7.499999355,-102.938017,-104.3475432,-101.8755934
8.049999484,-103.203303,-104.7169284,-102.083048
8.589999362,-103.8380919,-105.3205428,-102.7349302
9.139999492,-103.6963017,-105.5130561,-102.4192605
9.67999937,-104.0287992,-105.6661499,-102.8425366
10.2299995,-103.865238,-105.5431362,-102.6579606
10.76999938,-102.7355917,-104.1508551,-101.6699242
11.31999951,-102.306472,-103.7686222,-101.2145441
11.86999964,-101.7988337,-103.3326539,-100.6676066
12.40999951,-102.7364236,-104.4527757,-101.509489
12.95999964,-103.6604587,-105.2039339,-102.5240135
13.49999952,-103.9012536,-105.6308421,-102.6676135
14.04999965,-103.6880471,-105.0948214,-102.6271818
14.58999953,-101.9369801,-103.37366,-100.8592628
15.1399988,-101.6272488,-103.2006,-100.4747699
15.67999868,-102.5235046,-104.0188593,-101.4132446
16.22999967,-103.2743507,-104.7371979,-102.1820357
16.76999954,-104.0241012,-105.6655811,-102.8356849
17.31999882,-105.024086,-106.5225069,-103.9121441
17.8599987,-105.7500527,-107.1164745,-104.7122164
18.40999968,-105.0084494,-106.4542607,-103.9256224
18.94999956,-104.2975123,-105.4935869,-103.3607168
19.49999884,-104.4451808,-105.9327535,-103.3391977
20.04999982,-104.6738009,-105.7548944,-103.8088991
20.5899997,-104.1897926,-105.470567,-103.2019685
21.13999897,-104.3419574,-105.9085847,-103.1930724
21.67999885,-103.6619999,-105.2308978,-102.5119003
22.22999983,-103.505137,-104.767604,-102.528208
22.76999971,-103.6934104,-104.7963312,-102.8146214
23.31999899,-103.9882288,-105.2612009,-103.005039
23.85999887,-104.0854387,-105.5705134,-102.9808311
24.40999985,-103.9276369,-105.3635424,-102.8503537
24.94999973,-103.9648376,-105.2380748,-102.9814902
25.499999,-104.2740495,-105.8844887,-103.1019003
26.03999888,-105.0369567,-106.8802494,-103.746958
26.58999986,-104.4067954,-105.7230454,-103.3980662
27.12999974,-104.6469629,-106.1195289,-103.549261
27.67999902,-104.6602409,-106.1892871,-103.5316004
28.22999829,-104.5951018,-105.8353247,-103.6315097
28.76999988,-104.776384,-105.9232134,-103.8700017
29.31999745,-104.5189798,-105.8810022,-103.4836746
29.85999903,-103.3097606,-104.6802816,-102.2695696
30.41000002,-102.777954,-104.3235482,-101.640366
30.94999819,-103.4733724,-105.1738405,-102.2545257
31.49999917,-104.4305812,-105.9405821,-103.3123038
32.03999734,-104.540127,-106.1939706,-103.3452805
32.58999832,-104.5953276,-106.4415403,-103.3039104
33.12999991,-104.806249,-106.3265329,-103.6823676
33.67999748,-104.8706997,-106.0641272,-103.9355249
34.21999906,-105.954804,-107.1105412,-105.0428788
34.77000005,-106.2102955,-107.6464727,-105.1328599
35.30999822,-105.0192725,-106.4370094,-103.9522085
35.8599992,-105.4549826,-107.1205811,-104.2540485
36.39999737,-105.8528126,-107.2911815,-104.774149
36.94999835,-105.9634619,-107.4172845,-104.876166
37.49999934,-104.8718199,-107.0016299,-103.4491056
38.03999751,-105.7672161,-107.5504607,-104.5067056
38.58999849,-105.1262542,-106.1881288,-104.2736752
39.13000008,-104.5116783,-105.8114725,-103.5126126
39.67999764,-105.564944,-107.0691203,-104.4498501
40.21999923,-106.2803503,-107.5276281,-105.3125164
40.77000021,-106.0099166,-107.3170211,-105.0065509
41.30999838,-106.2713899,-107.5477909,-105.2861619
41.85999937,-105.7596134,-107.0489479,-104.7667202
42.39999754,-105.8417871,-107.2662651,-104.7709237
42.94999852,-105.8326074,-107.1990102,-104.7947821
43.49000011,-106.3944538,-107.7265527,-105.3764724
44.03999767,-107.1400515,-108.5830912,-106.0587737
44.57999926,-107.6793882,-109.3175819,-106.4926856
45.13000024,-106.3455142,-107.7328969,-105.2956738
45.67999781,-106.5243855,-108.1024753,-105.369379
46.2199994,-106.3981665,-107.7901679,-105.3456931
46.76999696,-106.2783243,-108.0374317,-105.0298398
47.30999855,-107.6345803,-109.3480599,-106.4091051
47.85999953,-107.9168872,-109.3970096,-106.8150098
48.3999977,-107.6491692,-109.0696361,-106.5805656
48.94999869,-107.7908261,-109.1398368,-106.7630308
49.48999686,-108.5286753,-109.8226036,-107.5330683
50.03999784,-109.343444,-110.7273608,-108.295582
50.57999943,-109.2250373,-110.6091375,-108.1770706
51.12999699,-108.5730279,-109.8259328,-107.6018187
51.66999858,-109.3276707,-110.5168356,-108.395109
52.21999956,-109.4210272,-110.5120396,-108.5498005
52.75999773,-110.2356683,-111.6247857,-109.1848384
53.30999872,-110.7599476,-112.029953,-109.7785235
53.8599997,-110.1114715,-111.3113763,-109.1723338
54.39999787,-110.4838678,-111.6688705,-109.5538617
54.94999885,-109.7435321,-110.9248482,-108.8157929
55.48999702,-109.788615,-110.8661105,-108.9260133
56.03999801,-109.9735201,-111.1127729,-109.0718667
56.57999959,-111.2762299,-112.5064266,-110.318685
57.12999716,-111.2488971,-112.7495797,-110.1357157
57.66999875,-110.2884221,-111.5891816,-109.2887879
58.21999973,-109.9748798,-111.1566464,-109.0468634
58.76000132,-109.6947206,-111.099276,-108.6351129
59.30999547,-109.6440228,-111.3839389,-108.4051719
59.84999706,-109.7728804,-111.5300562,-108.5253627
60.39999804,-110.4654607,-111.9795608,-109.3449468
60.93999962,-110.5666617,-111.9818433,-109.5010405
61.49000061,-110.3650258,-111.7080628,-109.3406902
62.03999476,-110.4364363,-111.809758,-109.3946384
62.57999635,-110.5126697,-111.9367468,-109.4420321
63.12999733,-111.2472751,-112.6799001,-110.1718322
63.66999891,-112.0594951,-113.5894905,-110.93034
64.2199999,-112.0255171,-113.3841072,-110.9921896
64.75999465,-111.7104535,-113.0201986,-110.7055373
65.30999564,-112.6337633,-114.2012886,-111.4843977
65.84999722,-112.3298574,-113.7562732,-111.2579035
66.3999982,-112.6201575,-113.7976208,-111.6947906
66.93999979,-112.6609406,-114.0019303,-111.6377924
68.57999651,-114.2531092,-115.6494865,-113.1981453
